ImuData<roll_degs=1.4000, pitch_degs=-0.7000, accels=[-0.1274, -0.1960, -9.9372],         self.ang_vels=[-0.0017, -0.0000, 0.0175]>
ImuData<roll_degs=2.2000, pitch_degs=61.0000, accels=[8.4770, -0.1372, -4.7138],         self.ang_vels=[-0.0140, 0.9041, 0.0175]>
ImuData<roll_degs=2.2000, pitch_degs=61.2000, accels=[8.5456, -0.1862, -4.6256],         self.ang_vels=[-0.0140, 0.9215, 0.0175]>
ImuData<roll_degs=2.2000, pitch_degs=61.4000, accels=[8.5848, -0.1764, -4.5472],         self.ang_vels=[-0.0122, 0.9477, 0.0175]>
ImuData<roll_degs=2.2000, pitch_degs=61.6000, accels=[8.7318, -0.1862, -4.4394],         self.ang_vels=[-0.0140, 0.9634, 0.0175]>
ImuData<roll_degs=2.3000, pitch_degs=61.9000, accels=[8.8102, -0.1960, -4.3218],         self.ang_vels=[-0.0157, 0.9634, 0.0175]>
ImuData<roll_degs=2.3000, pitch_degs=62.1000, accels=[8.7906, -0.1666, -4.1454],         self.ang_vels=[-0.0122, 0.9477, 0.0157]>
ImuData<roll_degs=2.3000, pitch_degs=62.3000, accels=[8.8200, -0.1764, -4.0278],         self.ang_vels=[-0.0122, 0.9128, 0.0157]>
ImuData<roll_degs=2.3000, pitch_degs=62.5000, accels=[8.8690, -0.1862, -3.9592],         self.ang_vels=[-0.0140, 0.8901, 0.0157]>
ImuData<roll_degs=2.3000, pitch_degs=62.7000, accels=[8.8984, -0.1568, -3.9102],         self.ang_vels=[-0.0122, 0.8343, 0.0157]>
ImuData<roll_degs=2.3000, pitch_degs=62.8000, accels=[8.9572, -0.1764, -3.8612],         self.ang_vels=[-0.0122, 0.7645, 0.0157]>
ImuData<roll_degs=2.3000, pitch_degs=63.0000, accels=[8.9964, -0.1764, -3.8416],         self.ang_vels=[-0.0122, 0.7261, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=63.2000, accels=[8.9768, -0.1568, -3.8024],         self.ang_vels=[-0.0140, 0.6493, 0.0157]>
ImuData<roll_degs=2.4000, pitch_degs=63.3000, accels=[8.9376, -0.1470, -3.8416],         self.ang_vels=[-0.0140, 0.6056, 0.0157]>
ImuData<roll_degs=2.4000, pitch_degs=63.4000, accels=[8.8886, -0.1862, -3.8612],         self.ang_vels=[-0.0122, 0.5288, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=63.5000, accels=[8.8592, -0.1666, -3.9396],         self.ang_vels=[-0.0140, 0.4608, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=63.6000, accels=[8.8102, -0.1666, -4.0572],         self.ang_vels=[-0.0122, 0.4328, 0.0192]>
ImuData<roll_degs=2.4000, pitch_degs=63.7000, accels=[8.7906, -0.1372, -4.1944],         self.ang_vels=[-0.0122, 0.3927, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=63.8000, accels=[8.7808, -0.1862, -4.3316],         self.ang_vels=[-0.0105, 0.3805, 0.0192]>
ImuData<roll_degs=2.4000, pitch_degs=63.9000, accels=[8.7612, -0.1470, -4.3414],         self.ang_vels=[-0.0122, 0.3840, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=64.0000, accels=[8.6926, -0.1470, -4.3414],         self.ang_vels=[-0.0105, 0.4049, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=64.1000, accels=[8.7318, -0.1568, -4.3022],         self.ang_vels=[-0.0122, 0.4363, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=64.2000, accels=[8.7710, -0.2058, -4.2434],         self.ang_vels=[-0.0122, 0.4538, 0.0175]>
ImuData<roll_degs=2.4000, pitch_degs=64.3000, accels=[8.8396, -0.1960, -4.1748],         self.ang_vels=[-0.0105, 0.4835, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=64.4000, accels=[8.8690, -0.1372, -4.0866],         self.ang_vels=[-0.0105, 0.4939, 0.0192]>
ImuData<roll_degs=2.5000, pitch_degs=64.5000, accels=[8.9278, -0.1568, -4.0278],         self.ang_vels=[-0.0105, 0.5096, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=64.6000, accels=[8.9768, -0.1862, -3.8710],         self.ang_vels=[-0.0105, 0.5044, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=64.7000, accels=[8.9376, -0.2058, -3.7730],         self.ang_vels=[-0.0105, 0.4957, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=64.8000, accels=[8.9474, -0.1862, -3.7338],         self.ang_vels=[-0.0122, 0.4677, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=64.9000, accels=[8.9768, -0.2254, -3.7142],         self.ang_vels=[-0.0105, 0.4311, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=65.0000, accels=[8.9866, -0.2352, -3.7730],         self.ang_vels=[-0.0105, 0.4102, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=65.1000, accels=[9.0062, -0.1960, -3.8416],         self.ang_vels=[-0.0105, 0.3718, 0.0192]>
ImuData<roll_degs=2.5000, pitch_degs=65.2000, accels=[8.9866, -0.2352, -3.8612],         self.ang_vels=[-0.0105, 0.3560, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=65.3000, accels=[8.8690, -0.1862, -3.9396],         self.ang_vels=[-0.0105, 0.3316, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=65.4000, accels=[8.8886, -0.1568, -3.9788],         self.ang_vels=[-0.0122, 0.3211, 0.0175]>
ImuData<roll_degs=2.5000, pitch_degs=65.4000, accels=[8.8494, -0.1764, -4.0180],         self.ang_vels=[-0.0105, 0.3194, 0.0192]>
ImuData<roll_degs=2.6000, pitch_degs=65.5000, accels=[8.9082, -0.1960, -4.0376],         self.ang_vels=[-0.0122, 0.3299, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=65.6000, accels=[8.9866, -0.1862, -3.9788],         self.ang_vels=[-0.0105, 0.3421, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=65.7000, accels=[8.9768, -0.1764, -3.9200],         self.ang_vels=[-0.0105, 0.3508, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=65.7000, accels=[8.9866, -0.1764, -3.8318],         self.ang_vels=[-0.0105, 0.3578, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=65.8000, accels=[8.9866, -0.1666, -3.7632],         self.ang_vels=[-0.0105, 0.3560, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=65.9000, accels=[8.9572, -0.1862, -3.7142],         self.ang_vels=[-0.0122, 0.3508, 0.0157]>
ImuData<roll_degs=2.6000, pitch_degs=66.0000, accels=[9.0356, -0.1862, -3.6750],         self.ang_vels=[-0.0105, 0.3351, 0.0157]>
ImuData<roll_degs=2.6000, pitch_degs=66.0000, accels=[9.0552, -0.1666, -3.6848],         self.ang_vels=[-0.0122, 0.3246, 0.0157]>
ImuData<roll_degs=2.6000, pitch_degs=66.1000, accels=[9.0552, -0.1568, -3.6456],         self.ang_vels=[-0.0122, 0.2985, 0.0157]>
ImuData<roll_degs=2.6000, pitch_degs=66.2000, accels=[9.0356, -0.1372, -3.6260],         self.ang_vels=[-0.0122, 0.2670, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=66.2000, accels=[9.0356, -0.1372, -3.6064],         self.ang_vels=[-0.0122, 0.2513, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=66.3000, accels=[9.0160, -0.1274, -3.5868],         self.ang_vels=[-0.0122, 0.2199, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=66.3000, accels=[9.0552, -0.1470, -3.5966],         self.ang_vels=[-0.0122, 0.1850, 0.0157]>
ImuData<roll_degs=2.6000, pitch_degs=66.4000, accels=[9.0846, -0.1862, -3.6554],         self.ang_vels=[-0.0122, 0.1693, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=66.4000, accels=[9.0650, -0.1764, -3.6946],         self.ang_vels=[-0.0122, 0.1396, 0.0175]>
ImuData<roll_degs=2.6000, pitch_degs=66.4000, accels=[9.0258, -0.1666, -3.8024],         self.ang_vels=[-0.0175, 0.1187, 0.0192]>
ImuData<roll_degs=2.6000, pitch_degs=66.4000, accels=[8.9866, -0.1960, -3.9102],         self.ang_vels=[-0.0209, 0.1134, 0.0209]>
ImuData<roll_degs=2.6000, pitch_degs=66.5000, accels=[8.9376, -0.1862, -3.9494],         self.ang_vels=[-0.0384, 0.1134, 0.0279]>
ImuData<roll_degs=2.6000, pitch_degs=66.5000, accels=[8.9180, -0.2058, -3.9298],         self.ang_vels=[-0.0524, 0.1204, 0.0332]>
ImuData<roll_degs=2.7000, pitch_degs=66.5000, accels=[8.9278, -0.1274, -3.8906],         self.ang_vels=[-0.0820, 0.1379, 0.0436]>
ImuData<roll_degs=2.7000, pitch_degs=66.6000, accels=[8.9082, -0.1176, -3.8416],         self.ang_vels=[-0.0942, 0.1606, 0.0506]>
ImuData<roll_degs=2.7000, pitch_degs=66.6000, accels=[8.8690, -0.1372, -3.8808],         self.ang_vels=[-0.0925, 0.1728, 0.0506]>
ImuData<roll_degs=2.7000, pitch_degs=66.6000, accels=[8.8788, -0.1764, -3.9886],         self.ang_vels=[-0.0803, 0.2025, 0.0471]>
ImuData<roll_degs=2.7000, pitch_degs=66.7000, accels=[8.8690, -0.1960, -3.9984],         self.ang_vels=[-0.0716, 0.2409, 0.0436]>
ImuData<roll_degs=2.7000, pitch_degs=66.8000, accels=[8.8494, -0.2156, -3.9984],         self.ang_vels=[-0.0733, 0.2618, 0.0419]>
ImuData<roll_degs=2.7000, pitch_degs=66.8000, accels=[8.8200, -0.1666, -3.9102],         self.ang_vels=[-0.0855, 0.3037, 0.0489]>
ImuData<roll_degs=2.7000, pitch_degs=66.9000, accels=[8.9278, -0.1764, -3.8220],         self.ang_vels=[-0.1082, 0.3403, 0.0576]>
ImuData<roll_degs=2.7000, pitch_degs=67.0000, accels=[8.9964, -0.1764, -3.7436],         self.ang_vels=[-0.1187, 0.3560, 0.0628]>
ImuData<roll_degs=2.7000, pitch_degs=67.1000, accels=[9.0062, -0.1470, -3.7240],         self.ang_vels=[-0.1326, 0.3770, 0.0681]>
ImuData<roll_degs=2.7000, pitch_degs=67.2000, accels=[8.9768, -0.1470, -3.7632],         self.ang_vels=[-0.1379, 0.3875, 0.0681]>
ImuData<roll_degs=2.7000, pitch_degs=67.2000, accels=[8.9768, -0.1568, -3.7632],         self.ang_vels=[-0.1396, 0.4067, 0.0698]>
ImuData<roll_degs=2.7000, pitch_degs=67.3000, accels=[8.9082, -0.1372, -3.7730],         self.ang_vels=[-0.1361, 0.4328, 0.0681]>
ImuData<roll_degs=2.7000, pitch_degs=67.4000, accels=[8.8886, -0.1470, -3.8808],         self.ang_vels=[-0.1309, 0.4468, 0.0663]>
ImuData<roll_degs=2.8000, pitch_degs=67.6000, accels=[8.9278, -0.1274, -3.8710],         self.ang_vels=[-0.1309, 0.4869, 0.0628]>
ImuData<roll_degs=2.8000, pitch_degs=67.7000, accels=[8.9964, -0.1470, -3.8710],         self.ang_vels=[-0.1361, 0.5306, 0.0646]>
ImuData<roll_degs=2.8000, pitch_degs=67.8000, accels=[9.0160, -0.1470, -3.7926],         self.ang_vels=[-0.1396, 0.5550, 0.0663]>
ImuData<roll_degs=2.8000, pitch_degs=67.9000, accels=[8.9572, -0.1568, -3.7926],         self.ang_vels=[-0.1466, 0.6021, 0.0681]>
ImuData<roll_degs=2.8000, pitch_degs=68.2000, accels=[8.8984, -0.1470, -3.6456],         self.ang_vels=[-0.1449, 0.6807, 0.0663]>
ImuData<roll_degs=2.8000, pitch_degs=68.4000, accels=[8.9572, -0.1568, -3.5574],         self.ang_vels=[-0.1169, 0.7313, 0.0559]>
ImuData<roll_degs=2.9000, pitch_degs=68.6000, accels=[8.9964, -0.1764, -3.6260],         self.ang_vels=[-0.0890, 0.7540, 0.0454]>
ImuData<roll_degs=2.9000, pitch_degs=68.8000, accels=[9.0454, -0.1862, -3.5770],         self.ang_vels=[-0.0349, 0.7941, 0.0262]>
ImuData<roll_degs=2.9000, pitch_degs=68.9000, accels=[9.1238, -0.1960, -3.4202],         self.ang_vels=[-0.0157, 0.8325, 0.0192]>
ImuData<roll_degs=2.9000, pitch_degs=69.1000, accels=[9.1728, -0.2058, -3.2634],         self.ang_vels=[-0.0122, 0.8447, 0.0175]>
ImuData<roll_degs=3.0000, pitch_degs=69.3000, accels=[9.1924, -0.1470, -3.1556],         self.ang_vels=[-0.0122, 0.8552, 0.0157]>
ImuData<roll_degs=3.0000, pitch_degs=69.5000, accels=[9.2414, -0.1666, -3.0184],         self.ang_vels=[-0.0122, 0.8395, 0.0175]>
ImuData<roll_degs=3.0000, pitch_degs=69.7000, accels=[9.2806, -0.1176, -2.9988],         self.ang_vels=[-0.0122, 0.8255, 0.0175]>
ImuData<roll_degs=3.0000, pitch_degs=69.9000, accels=[9.3590, -0.1372, -2.9400],         self.ang_vels=[-0.0122, 0.7871, 0.0157]>
ImuData<roll_degs=3.1000, pitch_degs=70.1000, accels=[9.4080, -0.1960, -2.9302],         self.ang_vels=[-0.0140, 0.7679, 0.0157]>
ImuData<roll_degs=3.1000, pitch_degs=70.2000, accels=[9.4276, -0.1470, -2.9008],         self.ang_vels=[-0.0140, 0.7295, 0.0157]>
ImuData<roll_degs=3.1000, pitch_degs=70.4000, accels=[9.3394, -0.1862, -2.8910],         self.ang_vels=[-0.0122, 0.6877, 0.0175]>
ImuData<roll_degs=3.1000, pitch_degs=70.5000, accels=[9.3100, -0.1666, -2.9498],         self.ang_vels=[-0.0140, 0.6702, 0.0157]>
ImuData<roll_degs=3.2000, pitch_degs=70.7000, accels=[9.2120, -0.1862, -3.0086],         self.ang_vels=[-0.0140, 0.6423, 0.0157]>
ImuData<roll_degs=3.2000, pitch_degs=70.8000, accels=[9.2022, -0.2058, -3.0870],         self.ang_vels=[-0.0122, 0.6301, 0.0157]>
ImuData<roll_degs=3.2000, pitch_degs=71.0000, accels=[9.2120, -0.1764, -3.1164],         self.ang_vels=[-0.0122, 0.6318, 0.0157]>
ImuData<roll_degs=3.2000, pitch_degs=71.1000, accels=[9.2120, -0.1764, -3.0674],         self.ang_vels=[-0.0122, 0.6440, 0.0175]>
ImuData<roll_degs=3.2000, pitch_degs=71.3000, accels=[9.2120, -0.1666, -3.0674],         self.ang_vels=[-0.0122, 0.6632, 0.0175]>
ImuData<roll_degs=3.3000, pitch_degs=71.4000, accels=[9.1630, -0.1274, -3.0086],         self.ang_vels=[-0.0122, 0.6737, 0.0175]>
ImuData<roll_degs=3.3000, pitch_degs=71.6000, accels=[9.1434, -0.1470, -2.9596],         self.ang_vels=[-0.0122, 0.6877, 0.0157]>
ImuData<roll_degs=3.3000, pitch_degs=71.7000, accels=[9.1924, -0.1470, -2.9988],         self.ang_vels=[-0.0105, 0.6946, 0.0175]>
ImuData<roll_degs=3.4000, pitch_degs=71.9000, accels=[9.2512, -0.1862, -3.0282],         self.ang_vels=[-0.0122, 0.7138, 0.0175]>
ImuData<roll_degs=3.4000, pitch_degs=72.1000, accels=[9.3198, -0.1666, -3.0086],         self.ang_vels=[-0.0122, 0.7383, 0.0175]>
ImuData<roll_degs=3.4000, pitch_degs=72.2000, accels=[9.3492, -0.1568, -2.9400],         self.ang_vels=[-0.0122, 0.7522, 0.0192]>
ImuData<roll_degs=3.4000, pitch_degs=72.4000, accels=[9.3198, -0.1274, -2.8812],         self.ang_vels=[-0.0122, 0.7767, 0.0192]>
ImuData<roll_degs=3.5000, pitch_degs=72.6000, accels=[9.2904, -0.1176, -2.7832],         self.ang_vels=[-0.0122, 0.7976, 0.0175]>
ImuData<roll_degs=3.5000, pitch_degs=72.8000, accels=[9.3394, -0.1568, -2.6852],         self.ang_vels=[-0.0122, 0.8046, 0.0157]>
ImuData<roll_degs=3.6000, pitch_degs=73.0000, accels=[9.4178, -0.1274, -2.6264],         self.ang_vels=[-0.0122, 0.8116, 0.0157]>
ImuData<roll_degs=3.6000, pitch_degs=73.2000, accels=[9.5060, -0.1372, -2.4892],         self.ang_vels=[-0.0122, 0.8116, 0.0175]>
ImuData<roll_degs=3.6000, pitch_degs=73.3000, accels=[9.5550, -0.1568, -2.4108],         self.ang_vels=[-0.0105, 0.7994, 0.0175]>
ImuData<roll_degs=3.7000, pitch_degs=73.5000, accels=[9.5550, -0.1764, -2.2932],         self.ang_vels=[-0.0087, 0.7679, 0.0175]>
ImuData<roll_degs=3.7000, pitch_degs=73.7000, accels=[9.4864, -0.1470, -2.1462],         self.ang_vels=[-0.0122, 0.7470, 0.0175]>
ImuData<roll_degs=3.7000, pitch_degs=73.8000, accels=[9.4374, -0.1470, -2.0776],         self.ang_vels=[-0.0105, 0.6946, 0.0175]>
ImuData<roll_degs=3.8000, pitch_degs=74.0000, accels=[9.4864, -0.1274, -2.0580],         self.ang_vels=[-0.0105, 0.6266, 0.0192]>
ImuData<roll_degs=3.8000, pitch_degs=74.1000, accels=[9.5942, -0.1862, -2.0482],         self.ang_vels=[-0.0105, 0.5899, 0.0175]>
ImuData<roll_degs=3.8000, pitch_degs=74.2000, accels=[9.7020, -0.1470, -2.0678],         self.ang_vels=[-0.0105, 0.5114, 0.0192]>
ImuData<roll_degs=3.9000, pitch_degs=74.3000, accels=[9.7510, -0.1666, -2.0678],         self.ang_vels=[-0.0105, 0.4328, 0.0192]>
ImuData<roll_degs=3.9000, pitch_degs=74.4000, accels=[9.6824, -0.1666, -2.0678],         self.ang_vels=[-0.0105, 0.3944, 0.0192]>
ImuData<roll_degs=3.9000, pitch_degs=74.5000, accels=[9.5942, -0.1470, -2.0874],         self.ang_vels=[-0.0105, 0.3194, 0.0175]>
ImuData<roll_degs=3.9000, pitch_degs=74.6000, accels=[9.5746, -0.1764, -2.0776],         self.ang_vels=[-0.0105, 0.2827, 0.0175]>
ImuData<roll_degs=3.9000, pitch_degs=74.6000, accels=[9.5844, -0.1470, -2.1070],         self.ang_vels=[-0.0105, 0.2147, 0.0175]>
ImuData<roll_degs=3.9000, pitch_degs=74.6000, accels=[9.5452, -0.1568, -2.2050],         self.ang_vels=[-0.0105, 0.1536, 0.0157]>
ImuData<roll_degs=3.9000, pitch_degs=74.7000, accels=[9.5746, -0.1764, -2.2736],         self.ang_vels=[-0.0122, 0.1257, 0.0175]>
ImuData<roll_degs=3.9000, pitch_degs=74.7000, accels=[9.5746, -0.1764, -2.3226],         self.ang_vels=[-0.0122, 0.0785, 0.0175]>
ImuData<roll_degs=3.9000, pitch_degs=74.7000, accels=[9.5060, -0.1470, -2.3520],         self.ang_vels=[-0.0105, 0.0454, 0.0175]>
ImuData<roll_degs=3.9000, pitch_degs=74.7000, accels=[9.4570, -0.1372, -2.3128],         self.ang_vels=[-0.0105, 0.0332, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.4374, -0.1764, -2.3912],         self.ang_vels=[-0.0105, 0.0140, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.4080, -0.1470, -2.4010],         self.ang_vels=[-0.0140, 0.0052, 0.0175]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.4080, -0.1666, -2.4108],         self.ang_vels=[-0.0122, 0.0035, 0.0175]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.3982, -0.1470, -2.4500],         self.ang_vels=[-0.0087, 0.0035, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.4178, -0.1470, -2.4696],         self.ang_vels=[-0.0105, 0.0070, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.3884, -0.1862, -2.4892],         self.ang_vels=[-0.0105, 0.0122, 0.0175]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.3884, -0.1372, -2.5088],         self.ang_vels=[-0.0105, 0.0227, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.3786, -0.1568, -2.4598],         self.ang_vels=[-0.0105, 0.0297, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.3982, -0.1470, -2.5480],         self.ang_vels=[-0.0105, 0.0454, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.7000, accels=[9.3982, -0.1568, -2.6460],         self.ang_vels=[-0.0105, 0.0663, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.8000, accels=[9.4080, -0.1666, -2.6852],         self.ang_vels=[-0.0105, 0.0820, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.8000, accels=[9.3198, -0.1666, -2.7538],         self.ang_vels=[-0.0105, 0.1187, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.8000, accels=[9.2610, -0.1470, -2.7930],         self.ang_vels=[-0.0122, 0.1431, 0.0192]>
ImuData<roll_degs=4.0000, pitch_degs=74.9000, accels=[9.2414, -0.1372, -2.8322],         self.ang_vels=[-0.0105, 0.1972, 0.0175]>
ImuData<roll_degs=4.0000, pitch_degs=74.9000, accels=[9.2316, -0.1372, -2.7734],         self.ang_vels=[-0.0122, 0.2653, 0.0157]>
ImuData<roll_degs=4.0000, pitch_degs=75.0000, accels=[9.2904, -0.1862, -2.7244],         self.ang_vels=[-0.0122, 0.3002, 0.0175]>
ImuData<roll_degs=4.1000, pitch_degs=75.1000, accels=[9.3198, -0.1764, -2.6558],         self.ang_vels=[-0.0105, 0.3630, 0.0175]>
ImuData<roll_degs=4.1000, pitch_degs=75.2000, accels=[9.3296, -0.1666, -2.5578],         self.ang_vels=[-0.0105, 0.4171, 0.0175]>
ImuData<roll_degs=4.1000, pitch_degs=75.3000, accels=[9.3100, -0.2156, -2.5480],         self.ang_vels=[-0.0105, 0.4416, 0.0175]>
ImuData<roll_degs=4.1000, pitch_degs=75.4000, accels=[9.3100, -0.1764, -2.5774],         self.ang_vels=[-0.0105, 0.4852, 0.0175]>
ImuData<roll_degs=4.2000, pitch_degs=75.5000, accels=[9.3100, -0.2156, -2.5578],         self.ang_vels=[-0.0105, 0.5306, 0.0192]>
ImuData<roll_degs=4.2000, pitch_degs=75.6000, accels=[9.3394, -0.1764, -2.4794],         self.ang_vels=[-0.0105, 0.5533, 0.0192]>
ImuData<roll_degs=4.3000, pitch_degs=75.9000, accels=[9.4962, -0.1470, -2.3520],         self.ang_vels=[-0.0105, 0.6126, 0.0192]>
ImuData<roll_degs=4.3000, pitch_degs=76.0000, accels=[9.4570, -0.1078, -2.2834],         self.ang_vels=[-0.0087, 0.6388, 0.0175]>
ImuData<roll_degs=4.4000, pitch_degs=76.2000, accels=[9.5158, -0.0686, -2.1952],         self.ang_vels=[-0.0052, 0.6597, 0.0157]>
ImuData<roll_degs=4.4000, pitch_degs=76.3000, accels=[9.5550, -0.0098, -2.0482],         self.ang_vels=[0.0000, 0.6667, 0.0157]>
ImuData<roll_degs=4.5000, pitch_degs=76.5000, accels=[9.5354, 0.0686, -1.9600],         self.ang_vels=[0.0227, 0.6754, 0.0105]>
ImuData<roll_degs=4.5000, pitch_degs=76.7000, accels=[9.4962, 0.0098, -1.9600],         self.ang_vels=[0.0611, 0.6772, 0.0017]>
ImuData<roll_degs=4.6000, pitch_degs=76.8000, accels=[9.4962, 0.0294, -1.9404],         self.ang_vels=[0.0820, 0.6772, -0.0035]>
ImuData<roll_degs=4.6000, pitch_degs=77.0000, accels=[9.4962, 0.0196, -1.9502],         self.ang_vels=[0.1239, 0.6824, -0.0122]>
ImuData<roll_degs=4.7000, pitch_degs=77.1000, accels=[9.4472, 0.0098, -1.9600],         self.ang_vels=[0.1641, 0.6946, -0.0192]>
ImuData<roll_degs=4.8000, pitch_degs=77.3000, accels=[9.4570, 0.0196, -1.9306],         self.ang_vels=[0.1850, 0.7016, -0.0227]>
ImuData<roll_degs=4.8000, pitch_degs=77.4000, accels=[9.4178, -0.0490, -1.9306],         self.ang_vels=[0.2217, 0.7208, -0.0297]>
ImuData<roll_degs=4.9000, pitch_degs=77.6000, accels=[9.4472, -0.1666, -1.8914],         self.ang_vels=[0.2409, 0.7313, -0.0332]>
ImuData<roll_degs=5.0000, pitch_degs=77.8000, accels=[9.4864, -0.1078, -1.8130],         self.ang_vels=[0.2810, 0.7487, -0.0367]>
ImuData<roll_degs=5.1000, pitch_degs=78.0000, accels=[9.4962, -0.1470, -1.8522],         self.ang_vels=[0.3176, 0.7627, -0.0436]>
ImuData<roll_degs=5.2000, pitch_degs=78.1000, accels=[9.5354, -0.1960, -1.8816],         self.ang_vels=[0.3386, 0.7662, -0.0454]>
ImuData<roll_degs=5.2000, pitch_degs=78.3000, accels=[9.5354, -0.0882, -1.8718],         self.ang_vels=[0.3630, 0.7749, -0.0506]>
ImuData<roll_degs=5.3000, pitch_degs=78.5000, accels=[9.5158, -0.1666, -1.8424],         self.ang_vels=[0.3752, 0.7906, -0.0506]>
ImuData<roll_degs=5.4000, pitch_degs=78.7000, accels=[9.5550, -0.1666, -1.7248],         self.ang_vels=[0.3787, 0.7976, -0.0506]>
ImuData<roll_degs=5.5000, pitch_degs=78.9000, accels=[9.5550, -0.1470, -1.6758],         self.ang_vels=[0.3840, 0.8151, -0.0506]>
ImuData<roll_degs=5.6000, pitch_degs=79.1000, accels=[9.5942, -0.1960, -1.6170],         self.ang_vels=[0.3979, 0.8290, -0.0506]>
ImuData<roll_degs=5.8000, pitch_degs=79.2000, accels=[9.6040, -0.2254, -1.6660],         self.ang_vels=[0.4067, 0.8343, -0.0524]>
ImuData<roll_degs=5.9000, pitch_degs=79.4000, accels=[9.6236, -0.2352, -1.6562],         self.ang_vels=[0.4224, 0.8430, -0.0541]>
ImuData<roll_degs=6.0000, pitch_degs=79.6000, accels=[9.5746, -0.2352, -1.6954],         self.ang_vels=[0.4311, 0.8465, -0.0559]>
ImuData<roll_degs=6.1000, pitch_degs=79.8000, accels=[9.4570, -0.2254, -1.6660],         self.ang_vels=[0.4416, 0.8552, -0.0541]>
ImuData<roll_degs=6.3000, pitch_degs=80.0000, accels=[9.4668, -0.1372, -1.6268],         self.ang_vels=[0.4485, 0.8674, -0.0524]>
ImuData<roll_degs=6.5000, pitch_degs=80.4000, accels=[9.5354, -0.0882, -1.5876],         self.ang_vels=[0.4503, 0.9023, -0.0506]>
ImuData<roll_degs=6.7000, pitch_degs=80.6000, accels=[9.5452, -0.1568, -1.5484],         self.ang_vels=[0.4555, 0.9285, -0.0471]>
ImuData<roll_degs=6.9000, pitch_degs=80.9000, accels=[9.5452, -0.1176, -1.4406],         self.ang_vels=[0.4590, 0.9407, -0.0471]>
ImuData<roll_degs=7.1000, pitch_degs=81.1000, accels=[9.6040, -0.0000, -1.3426],         self.ang_vels=[0.4695, 0.9721, -0.0471]>
ImuData<roll_degs=7.3000, pitch_degs=81.3000, accels=[9.6138, -0.1274, -1.3132],         self.ang_vels=[0.4800, 0.9879, -0.0454]>
ImuData<roll_degs=7.5000, pitch_degs=81.5000, accels=[9.6138, -0.1078, -1.2936],         self.ang_vels=[0.5044, 1.0088, -0.0454]>
ImuData<roll_degs=7.7000, pitch_degs=81.8000, accels=[9.6432, -0.0686, -1.2544],         self.ang_vels=[0.5288, 1.0332, -0.0471]>
ImuData<roll_degs=8.0000, pitch_degs=82.0000, accels=[9.5942, -0.0196, -1.2152],         self.ang_vels=[0.5393, 1.0455, -0.0454]>
ImuData<roll_degs=8.3000, pitch_degs=82.3000, accels=[9.6040, 0.0098, -1.2642],         self.ang_vels=[0.5637, 1.0769, -0.0454]>
ImuData<roll_degs=8.6000, pitch_degs=82.5000, accels=[9.5550, -0.1078, -1.2348],         self.ang_vels=[0.5864, 1.1170, -0.0419]>
